,Unnamed: 0,id,label,text,tokens,stems,lemmas
57,57,768512386269638656,N,morbosaborealis jajajaja eso verdad aquí hay uno cuerdo,"['morbosaborealis', 'jajajaja', 'eso', 'verdad', 'aquí', 'hay', 'uno', 'cuerdo']","['morbosaborealis', 'jajajaj', 'eso', 'verd', 'aqu', 'hay', 'uno', 'cuerd']","['morbosaborealis', 'jajajaja', 'verdad', 'aquí', 'haber', 'cuerdo']"
58,58,768511417846730753,P,xqwcrp xoancarv lapsus advertido gracias a cascarelo subsanado gracias tu aportación,"['xqwcrp', 'xoancarv', 'lapsus', 'advertido', 'gracias', 'a', 'cascarelo', 'subsanado', 'gracias', 'tu', 'aportación']","['xqwcrp', 'xoancarv', 'lapsus', 'advert', 'graci', 'a', 'cascarel', 'subsan', 'graci', 'tu', 'aport']","['xqwcrp', 'xoancarv', 'lapsus', 'advertido', 'gracias', 'a', 'cascarelo', 'subsanado', 'gracias', 'tu', 'aportación']"
59,59,768530754510946304,N,manubarba feo llegar al reina sofía descuentos estudiante para menores  años,"['manubarba', 'feo', 'llegar', 'al', 'reina', 'sofía', 'descuentos', 'estudiante', 'para', 'menores', 'años']","['manubarb', 'feo', 'lleg', 'al', 'rein', 'sof', 'descuent', 'estudi', 'par', 'menor', 'años']","['manubarba', 'feo', 'llegar', 'al', 'reina', 'sofía', 'descuentos', 'estudiante', 'para', 'menor', ' ', 'año']"
60,60,768530671132352513,NEU,ivnlz resto puedo dudar ese grupo tengo claro,"['ivnlz', 'resto', 'puedo', 'dudar', 'ese', 'grupo', 'tengo', 'claro']","['ivnlz', 'rest', 'pued', 'dud', 'ese', 'grup', 'teng', 'clar']","['ivnlz', 'resto', 'poder', 'dudar', 'ese', 'grupo', 'tener', 'claro']"
61,61,768530491104497664,P,pirata  roberts hay gente muy trabajando duro spherasports palabras así impulsan eliperezup,"['pirata', 'roberts', 'hay', 'gente', 'muy', 'trabajando', 'duro', 'spherasports', 'palabras', 'así', 'impulsan', 'eliperezup']","['pirat', 'roberts', 'hay', 'gent', 'muy', 'trabaj', 'dur', 'spherasports', 'palabr', 'asi', 'impuls', 'eliperezup']","['pirata', ' ', 'roberts', 'haber', 'gente', 'mucho', 'trabajar', 'duro', 'spherasports', 'palabra', 'así', 'impulsar', 'eliperezup']"
62,62,768530150002716672,N,ah vale me suelta puta subnormal te estoy llamando digo me sale dice ah tengo wifi apagado,"['ah', 'vale', 'me', 'suelta', 'puta', 'subnormal', 'te', 'estoy', 'llamando', 'digo', 'me', 'sale', 'dice', 'ah', 'tengo', 'wifi', 'apagado']","['ah', 'val', 'me', 'suelt', 'put', 'subnormal', 'te', 'estoy', 'llam', 'dig', 'me', 'sal', 'dic', 'ah', 'teng', 'wifi', 'apag']","['ah', 'valer', 'soltar', 'puta', 'subnormal', 'estar', 'llamar', 'decir', 'salir', 'decir', 'ah', 'tener', 'wifi', 'apagado']"
63,63,768529956162924544,NEU,adriansoler espero deseo interior te cause,"['adriansoler', 'espero', 'deseo', 'interior', 'te', 'cause']","['adriansol', 'esper', 'dese', 'interior', 'te', 'caus']","['adriansoler', 'esperar', 'deseo', 'interior', 'causir']"
64,64,768529333493391360,N,faranduleroyo pues espero digas niña o voto mas memeo bueno cada uno tendra su opinion ,"['faranduleroyo', 'pues', 'espero', 'digas', 'niña', 'o', 'voto', 'mas', 'memeo', 'bueno', 'cada', 'uno', 'tendra', 'su', 'opinion']","['faranduleroy', 'pues', 'esper', 'dig', 'niñ', 'o', 'vot', 'mas', 'meme', 'buen', 'cad', 'uno', 'tendr', 'su', 'opinion']","['faranduleroyo', 'pues', 'esperar', 'digar', 'niña', 'o', 'voto', 'mas', 'memeo', 'bueno', 'cada', 'tendrir', 'su', 'opinion']"
65,65,768529250257338368,NONE,tabernita ptraciogg pregunta seria para cuando kedadacañas gente twittera zona,"['tabernita', 'ptraciogg', 'pregunta', 'seria', 'para', 'cuando', 'kedadacañas', 'gente', 'twittera', 'zona']","['tabernit', 'ptraciogg', 'pregunt', 'seri', 'par', 'cuand', 'kedadacañ', 'gent', 'twitter', 'zon']","['tabernito', 'ptraciogg', 'preguntar', 'serio', 'para', 'cuando', 'kedadacañar', 'gente', 'twittero', 'zona']"
66,66,768529047878004736,P,garbimuguruza yo cuando pueda quiero tener omega constellation numéricos romanos,"['garbimuguruza', 'yo', 'cuando', 'pueda', 'quiero', 'tener', 'omega', 'constellation', 'numéricos', 'romanos']","['garbimuguruz', 'yo', 'cuand', 'pued', 'quier', 'ten', 'omeg', 'constellation', 'numer', 'roman']","['garbimuguruza', 'cuando', 'poder', 'querer', 'tener', 'omega', 'constellation', 'numérico', 'romano']"
67,67,768562609029255168,N,feralcazar  grasioso vez aspirar a ser alcalde aspiras a concejal,"['feralcazar', 'grasioso', 'vez', 'aspirar', 'a', 'ser', 'alcalde', 'aspiras', 'a', 'concejal']","['feralcaz', 'grasios', 'vez', 'aspir', 'a', 'ser', 'alcald', 'aspir', 'a', 'concejal']","['feralcazar', ' ', 'grasioso', 'vez', 'aspirar', 'a', 'ser', 'alcalde', 'aspiras', 'a', 'concejal']"
68,68,768562544239927296,N,hoy quiero hacer otro juego estos tw esque son todos iguales,"['hoy', 'quiero', 'hacer', 'otro', 'juego', 'estos', 'tw', 'esque', 'son', 'todos', 'iguales']","['hoy', 'quier', 'hac', 'otro', 'jueg', 'estos', 'tw', 'esqu', 'son', 'tod', 'igual']","['hoy', 'querer', 'hacer', 'otro', 'juego', 'tw', 'esque', 'ser', 'igual']"
69,69,768562373472976896,NONE,eleder  ahora mayoría absoluta eh,"['eleder', 'ahora', 'mayoría', 'absoluta', 'eh']","['eled', 'ahor', 'mayor', 'absolut', 'eh']","['eleder', ' ', 'ahora', 'mayoría', 'absoluto', 'eh']"
70,70,768562234582851584,N,desgracia sorteo pensado hacer sólo para gente europa ya haré más sorteos para todo mundo,"['desgracia', 'sorteo', 'pensado', 'hacer', 'sólo', 'para', 'gente', 'europa', 'ya', 'haré', 'más', 'sorteos', 'para', 'todo', 'mundo']","['desgraci', 'sorte', 'pens', 'hac', 'sol', 'par', 'gent', 'europ', 'ya', 'har', 'mas', 'sorte', 'par', 'tod', 'mund']","['desgracia', 'sorteo', 'pensado', 'hacer', 'sólo', 'para', 'gente', 'europa', 'ya', 'hacer', 'más', 'sorteo', 'para', 'todo', 'mundo']"
71,71,768561501611360256,N,paco jone qué fácil quedarse calladito bajarse pantalones mú cuánta ignorancia tu opinión saludos,"['paco', 'jone', 'qué', 'fácil', 'quedarse', 'calladito', 'bajarse', 'pantalones', 'mú', 'cuánta', 'ignorancia', 'tu', 'opinión', 'saludos']","['pac', 'jon', 'que', 'facil', 'qued', 'calladit', 'baj', 'pantalon', 'mu', 'cuant', 'ignor', 'tu', 'opinion', 'salud']","['paco', 'jonar', 'qué', 'fácil', 'quedar él', 'calladito', 'bajar él', 'pantalón', 'mú', 'cuánta', 'ignoranciar', 'tu', 'opinión', 'saludo']"
72,72,768561417037512705,N,yo me cago muertos todas las bacterias malignas garganta ,"['yo', 'me', 'cago', 'muertos', 'todas', 'las', 'bacterias', 'malignas', 'garganta']","['yo', 'me', 'cag', 'muert', 'tod', 'las', 'bacteri', 'malign', 'gargant']","['caer', 'muerto', 'todo', 'el', 'bacteria', 'maligno', 'garganta']"
73,73,768559589470117889,N,reyminguela próxima vez vaya a madrid estarás mis planes maldita,"['reyminguela', 'próxima', 'vez', 'vaya', 'a', 'madrid', 'estarás', 'mis', 'planes', 'maldita']","['reyminguel', 'proxim', 'vez', 'vay', 'a', 'madr', 'estaras', 'mis', 'plan', 'maldit']","['reyminguelar', 'próximo', 'vez', 'vaya', 'a', 'madrid', 'estarás', 'mi', 'plan', 'maldito']"
74,74,768558926325485569,P,serbailop totalmente aunque posttertulia ha sido muy interesante hablando todo esto evolución e involuciones del cine,"['serbailop', 'totalmente', 'aunque', 'posttertulia', 'ha', 'sido', 'muy', 'interesante', 'hablando', 'todo', 'esto', 'evolución', 'e', 'involuciones', 'del', 'cine']","['serbailop', 'total', 'aunqu', 'posttertuli', 'ha', 'sid', 'muy', 'interes', 'habl', 'tod', 'esto', 'evolu', 'e', 'involu', 'del', 'cin']","['serbailop', 'totalmente', 'aunque', 'posttertulia', 'haber', 'ser', 'mucho', 'interesante', 'hablar', 'todo', 'evolución', 'e', 'involución', 'del', 'cine']"
75,75,768565622175371264,P,sosagraphs pues tan sencillo su día me puse a mas encargos me hacen aparte tengo mas estilos crack,"['sosagraphs', 'pues', 'tan', 'sencillo', 'su', 'día', 'me', 'puse', 'a', 'mas', 'encargos', 'me', 'hacen', 'aparte', 'tengo', 'mas', 'estilos', 'crack']","['sosagraphs', 'pues', 'tan', 'sencill', 'su', 'dia', 'me', 'pus', 'a', 'mas', 'encarg', 'me', 'hac', 'apart', 'teng', 'mas', 'estil', 'crack']","['sosagraph', 'pues', 'tanto', 'sencillo', 'su', 'día', 'poner', 'a', 'mas', 'encargos', 'hacer', 'aparte', 'tener', 'mas', 'estilos', 'crack']"
76,76,768564864117866496,P,flyfap había parada he visto rotonda mu bonica ponía nules,"['flyfap', 'había', 'parada', 'he', 'visto', 'rotonda', 'mu', 'bonica', 'ponía', 'nules']","['flyfap', 'hab', 'par', 'he', 'vist', 'rotond', 'mu', 'bonic', 'pon', 'nul']","['flyfap', 'haber', 'parar', 'haber', 'ver', 'rotonda', 'mu', 'bonico', 'poner', 'nul']"
77,77,768564709712883713,N,hayar  abandoné tierra llegué justo a españa estoy sensible te odio,"['hayar', 'abandoné', 'tierra', 'llegué', 'justo', 'a', 'españa', 'estoy', 'sensible', 'te', 'odio']","['hay', 'abandon', 'tierr', 'lleg', 'just', 'a', 'españ', 'estoy', 'sensibl', 'te', 'odi']","['hayar', ' ', 'abandoné', 'tierra', 'llegar', 'justo', 'a', 'españa', 'estar', 'sensible', 'odiar']"
78,78,768544186853359616,N,ahora estoy madrid puedo hacer fotos chachis solo a careto,"['ahora', 'estoy', 'madrid', 'puedo', 'hacer', 'fotos', 'chachis', 'solo', 'a', 'careto']","['ahor', 'estoy', 'madr', 'pued', 'hac', 'fot', 'chachis', 'sol', 'a', 'caret']","['ahora', 'estar', 'madrid', 'poder', 'hacer', 'foto', 'chachis', 'solo', 'a', 'careto']"
79,79,768543848742150144,N,eduardo pers ps las exterminen salud mental y pa pueda dejar hacer ridículo calle jajajaj,"['eduardo', 'pers', 'ps', 'las', 'exterminen', 'salud', 'mental', 'y', 'pa', 'pueda', 'dejar', 'hacer', 'ridículo', 'calle', 'jajajaj']","['eduard', 'pers', 'ps', 'las', 'extermin', 'salud', 'mental', 'y', 'pa', 'pued', 'dej', 'hac', 'ridicul', 'call', 'jajajaj']","['eduardo', 'pers', 'ps', 'el', 'exterminen', 'salud', 'mental', 'y', 'pa', 'poder', 'dejar', 'hacer', 'ridículo', 'calle', 'jajajaj']"
80,80,768566966906974208,N,kosto trading juanrallo prohibir casco ir enmascarado también arbitrario sectario no,"['kosto', 'trading', 'juanrallo', 'prohibir', 'casco', 'ir', 'enmascarado', 'también', 'arbitrario', 'sectario', 'no']","['kost', 'trading', 'juanrall', 'prohib', 'casc', 'ir', 'enmascar', 'tambien', 'arbitrari', 'sectari', 'no']","['kosto', 'trading', 'juanrallo', 'prohibir', 'casco', 'ir', 'enmascarado', 'también', 'arbitrario', 'sectario', 'no']"
81,81,768566746773159936,P,lirondos ya fichado tengo ganas darle uso ¡¡gracias,"['lirondos', 'ya', 'fichado', 'tengo', 'ganas', 'darle', 'uso', 'gracias']","['lirond', 'ya', 'fich', 'teng', 'gan', 'darl', 'uso', 'graci']","['lirondo', 'ya', 'fichado', 'tener', 'gana', 'dar él', 'uso', '¡', '¡', 'gracias']"
82,82,768467569036713984,NONE,elapersw buenas tardes puede pasar,"['elapersw', 'buenas', 'tardes', 'puede', 'pasar']","['elapersw', 'buen', 'tard', 'pued', 'pas']","['elapersw', 'buena', 'tarde', 'poder', 'pasar']"
83,83,768511063545483264,NONE,radioskylab es ¡pero explicar a fondo las zonas habitables condiciones necesita planeta para serlo,"['radioskylab', 'es', 'pero', 'explicar', 'a', 'fondo', 'las', 'zonas', 'habitables', 'condiciones', 'necesita', 'planeta', 'para', 'serlo']","['radioskylab', 'es', 'per', 'explic', 'a', 'fond', 'las', 'zon', 'habit', 'condicion', 'necesit', 'planet', 'par', 'serl']","['radioskylab', 'ser', '¡', 'pero', 'explicar', 'a', 'fondo', 'el', 'zona', 'habitable', 'condición', 'necesitar', 'planeta', 'para', 'ser él']"
84,84,768510568642842628,P,librosdemaria si hubo más gente te tagueé yo ayy hannibal moooooola tanto,"['librosdemaria', 'si', 'hubo', 'más', 'gente', 'te', 'tagueé', 'yo', 'ayy', 'hannibal', 'moooooola', 'tanto']","['librosdemari', 'si', 'hub', 'mas', 'gent', 'te', 'tague', 'yo', 'ayy', 'hannibal', 'mooooool', 'tant']","['librosdemario', 'si', 'haber', 'más', 'gente', 'tagueé', 'ayy', 'hannibal', 'moooooola', 'tanto']"
85,85,768526478720065536,N,otegi inhabilitado eslasentencia mujeres tapadas hasta ojos essucultura teneis sentido inamovible del mundo vida,"['otegi', 'inhabilitado', 'eslasentencia', 'mujeres', 'tapadas', 'hasta', 'ojos', 'essucultura', 'teneis', 'sentido', 'inamovible', 'del', 'mundo', 'vida']","['otegi', 'inhabilit', 'eslasentent', 'mujer', 'tap', 'hast', 'ojos', 'essucultur', 'teneis', 'sent', 'inamov', 'del', 'mund', 'vid']","['otegi', 'inhabilitado', 'eslasentencia', 'mujer', 'tapada', 'hasta', 'ojo', 'essucultura', 'teneis', 'sentido', 'inamovible', 'del', 'mundo', 'vida']"
86,86,768524445657001988,P,santicid ay gracias malo ese solo para viaje mil gracias igualmente,"['santicid', 'ay', 'gracias', 'malo', 'ese', 'solo', 'para', 'viaje', 'mil', 'gracias', 'igualmente']","['santic', 'ay', 'graci', 'mal', 'ese', 'sol', 'par', 'viaj', 'mil', 'graci', 'igual']","['santicid', 'ay', 'gracia', 'malo', 'ese', 'solo', 'para', 'viaje', 'mil', 'gracia', 'igualmente']"
87,87,768549166729555969,N,madrid está lleno comida crushes me llevéis aquí,"['madrid', 'está', 'lleno', 'comida', 'crushes', 'me', 'llevéis', 'aquí']","['madr', 'esta', 'llen', 'com', 'crush', 'me', 'llev', 'aqu']","['madrid', 'estar', 'lleno', 'comida', 'crushes', 'llevéis', 'aquí']"
88,88,768547980924293120,N,albueto ferderer tipsterapuesta reyes magos son mas reales este,"['albueto', 'ferderer', 'tipsterapuesta', 'reyes', 'magos', 'son', 'mas', 'reales', 'este']","['albuet', 'ferder', 'tipsterapuest', 'rey', 'mag', 'son', 'mas', 'real', 'este']","['albueto', 'ferderer', 'tipsterapuesta', 'reyes', 'mago', 'ser', 'mas', 'real', 'este']"
89,89,768528725545742336,NEU,worth para coger bonus mucho más divertido luchar,"['worth', 'para', 'coger', 'bonus', 'mucho', 'más', 'divertido', 'luchar']","['worth', 'par', 'cog', 'bonus', 'much', 'mas', 'divert', 'luch']","['worth', 'para', 'coger', 'bonus', 'mucho', 'más', 'divertido', 'luchar']"
90,90,768528709225676800,N,sirdeschain chicacascabel reptarazul más bien tas aprecio raistlin yo al mago daba poco igual todo,"['sirdeschain', 'chicacascabel', 'reptarazul', 'más', 'bien', 'tas', 'aprecio', 'raistlin', 'yo', 'al', 'mago', 'daba', 'poco', 'igual', 'todo']","['sirdeschain', 'chicacascabel', 'reptarazul', 'mas', 'bien', 'tas', 'apreci', 'raistlin', 'yo', 'al', 'mag', 'dab', 'poc', 'igual', 'tod']","['sirdeschain', 'chicacascabel', 'reptarazul', 'más', 'bien', 'tas', 'aprecio', 'raistlin', 'al', 'mago', 'dar', 'poco', 'igual']"
91,91,768528302655045632,P,asukawachan gracias ya me pasó vez antibióticos fueron milagrosos estoy deseando vuelva madre ellos,"['asukawachan', 'gracias', 'ya', 'me', 'pasó', 'vez', 'antibióticos', 'fueron', 'milagrosos', 'estoy', 'deseando', 'vuelva', 'madre', 'ellos']","['asukawach', 'graci', 'ya', 'me', 'pas', 'vez', 'antibiot', 'fueron', 'milagr', 'estoy', 'des', 'vuelv', 'madr', 'ellos']","['asukawachaber', 'gracia', 'ya', 'pasar', 'vez', 'antibiótico', 'ser', 'milagroso', 'estar', 'desear', 'vuelva', 'madre']"
92,92,768547709519294464,N,iwanancho quiero linoone tambor velocidad extrema esos especiales generaciones pasadas ya puede,"['iwanancho', 'quiero', 'linoone', 'tambor', 'velocidad', 'extrema', 'esos', 'especiales', 'generaciones', 'pasadas', 'ya', 'puede']","['iwananch', 'quier', 'linoon', 'tambor', 'veloc', 'extrem', 'esos', 'especial', 'gener', 'pas', 'ya', 'pued']","['iwanancho', 'quiero', 'linoone', 'tambor', 'velocidad', 'extremo', 'ese', 'especial', 'generación', 'pasado', 'ya', 'poder']"
93,93,768547351443169284,NEU,tidxs   parece las cosas te van muy bien espero todo mejore todo mundo merece ser feliz,"['tidxs', 'parece', 'las', 'cosas', 'te', 'van', 'muy', 'bien', 'espero', 'todo', 'mejore', 'todo', 'mundo', 'merece', 'ser', 'feliz']","['tidxs', 'parec', 'las', 'cos', 'te', 'van', 'muy', 'bien', 'esper', 'tod', 'mejor', 'tod', 'mund', 'merec', 'ser', 'feliz']","['tidxs', '  ', 'parecer', 'el', 'cosa', 'ir', 'mucho', 'bien', 'esperar', 'mejorar', 'todo', 'mundo', 'merecer', 'ser', 'feliz']"
94,94,768523211420073985,P,amartino yagoperrin dos amigos menos quejicas tengo,"['amartino', 'yagoperrin', 'dos', 'amigos', 'menos', 'quejicas', 'tengo']","['amartin', 'yagoperrin', 'dos', 'amig', 'men', 'quejic', 'teng']","['amartino', 'yagoperrin', 'dos', 'amigo', 'menos', 'quejica', 'tener']"
95,95,768521914704887808,P,matidiazwarrior severinoiezzi maxisanchez ¡¡nos sumamos a felicitación a grande,"['matidiazwarrior', 'severinoiezzi', 'maxisanchez', 'nos', 'sumamos', 'a', 'felicitación', 'a', 'grande']","['matidiazwarrior', 'severinoiezzi', 'maxisanchez', 'nos', 'sum', 'a', 'felicit', 'a', 'grand']","['matidiazwarrior', 'severinoiezzi', 'maxisanchez', '¡', '¡', 'sumar', 'a', 'felicitación', 'a', 'grande']"
96,96,768546209044758528,NEU,eso sí demasiada sobredosis guiños cameos homenajes frases planos repetidos original bueno acepta,"['eso', 'sí', 'demasiada', 'sobredosis', 'guiños', 'cameos', 'homenajes', 'frases', 'planos', 'repetidos', 'original', 'bueno', 'acepta']","['eso', 'si', 'demasi', 'sobredosis', 'guiñ', 'came', 'homenaj', 'fras', 'plan', 'repet', 'original', 'buen', 'acept']","['sí', 'demasiado', 'sobredosis', 'guiño', 'cameo', 'homenaje', 'frase', 'plano', 'repetido', 'original', 'bueno', 'aceptar']"
97,97,768546051112443904,NEU,david goen venga jimbre debes haver hacerte cadista,"['david', 'goen', 'venga', 'jimbre', 'debes', 'haver', 'hacerte', 'cadista']","['dav', 'goen', 'veng', 'jimbr', 'deb', 'hav', 'hacert', 'cadist']","['david', 'goen', 'venga', 'jimbre', 'deber', 'haver', 'hacer tú', 'cadista']"
98,98,768545629522067456,P,dio tener perro ilusión puta vida,"['dio', 'tener', 'perro', 'ilusión', 'puta', 'vida']","['dio', 'ten', 'perr', 'ilusion', 'put', 'vid']","['dar', 'tener', 'perro', 'ilusión', 'puta', 'vida']"
99,99,768544990595284992,N,royaldarjeeling muy mal jajaja mas geralt rivia menos juego tronos,"['royaldarjeeling', 'muy', 'mal', 'jajaja', 'mas', 'geralt', 'rivia', 'menos', 'juego', 'tronos']","['royaldarjeeling', 'muy', 'mal', 'jajaj', 'mas', 'geralt', 'rivi', 'men', 'jueg', 'tron']","['royaldarjeeling', 'mucho', 'mal', 'jajaja', 'mas', 'geralt', 'rivia', 'menos', 'juego', 'tronos']"
100,100,768591525773189120,P,qué me gusta más tu personalidad espalda ancha,"['qué', 'me', 'gusta', 'más', 'tu', 'personalidad', 'espalda', 'ancha']","['que', 'me', 'gust', 'mas', 'tu', 'personal', 'espald', 'ancha']","['gustar', 'más', 'tu', 'personalidad', 'espalda', 'ancho']"
101,101,768591189746548736,N,sergiosmiles mirate d grayman desde cero puta,"['sergiosmiles', 'mirate', 'd', 'grayman', 'desde', 'cero', 'puta']","['sergiosmil', 'mirat', 'd', 'graym', 'desd', 'cer', 'put']","['sergiosmil', 'miratir', 'd', 'graymar', 'desde', 'cero', 'puta']"
102,102,768590604326539264,NEU,berothw supuesto mercadona hombre encima soy crush alguien,"['berothw', 'supuesto', 'mercadona', 'hombre', 'encima', 'soy', 'crush', 'alguien']","['berothw', 'supuest', 'mercadon', 'hombr', 'encim', 'soy', 'crush', 'algui']","['berothw', 'supuesto', 'mercadona', 'hombre', 'encima', 'ser', 'crush']"
103,103,768589770062753792,N,hay alguien apuntando a ventana laser define pesadito,"['hay', 'alguien', 'apuntando', 'a', 'ventana', 'laser', 'define', 'pesadito']","['hay', 'algui', 'apunt', 'a', 'ventan', 'las', 'defin', 'pesadit']","['haber', 'apuntar', 'a', 'ventana', 'laser', 'definir', 'pesadito']"
104,104,768589541087248384,N,carlotalotalota me apena haya pasado esto idea crear colectivo estatal divisiones locales algo poderoso,"['carlotalotalota', 'me', 'apena', 'haya', 'pasado', 'esto', 'idea', 'crear', 'colectivo', 'estatal', 'divisiones', 'locales', 'algo', 'poderoso']","['carlotalotalot', 'me', 'apen', 'hay', 'pas', 'esto', 'ide', 'cre', 'colect', 'estatal', 'division', 'local', 'algo', 'poder']","['carlotalotaloto', 'apenar', 'haber', 'pasar', 'idea', 'crear', 'colectivo', 'estatal', 'división', 'local', 'algo', 'poderoso']"
105,105,768584728270237697,N,odio a lucia vd amor hacia ella tapadera pa comer nutella su casa,"['odio', 'a', 'lucia', 'vd', 'amor', 'hacia', 'ella', 'tapadera', 'pa', 'comer', 'nutella', 'su', 'casa']","['odi', 'a', 'luci', 'vd', 'amor', 'haci', 'ella', 'tapader', 'pa', 'com', 'nutell', 'su', 'cas']","['odiar', 'a', 'lucia', 'vd', 'amor', 'hacia', 'tapadera', 'pa', 'comer', 'nutella', 'su', 'casa']"
106,106,768586174470455296,N,entiendo gente cree realidad me suda,"['entiendo', 'gente', 'cree', 'realidad', 'me', 'suda']","['entiend', 'gent', 'cre', 'realid', 'me', 'sud']","['entender', 'gente', 'creer', 'realidad', 'sudar']"
